Sr No,Date,Startup Name,Industry Vertical,SubVertical,City Location,Investors Name,InvestmentType,Amount in USD,Year
2588,2015-07-07,wudstay,budget accommodation aggregator,other,gurugram,"mangroves capital partners, vikas saxena",private equity,3000000.0,2015
2589,2015-07-07,liases foras,real estate rating & analysis,other,new delhi,dmg information asia pacific,private equity,5000000.0,2015
2590,2015-07-07,eatlo,food delivery platform,other,bengaluru,"powai lake ventures, globeinvestor, abhishekh goyal",seed funding,1725000.0,2015
2591,2015-07-07,indialends,financial tech,other,new delhi,"dsg consumer partners, siddharth parekh",private equity,1725000.0,2015
2592,2015-08-07,quinto,food discovery app,other,pune,jaydeep barman,seed funding,1725000.0,2015
2593,2015-08-07,saavn,music streaming app,other,mumbai,"tiger global management, bertelsmann india, steadview capital, liberty media, mousse partners, quilvest",private equity,100000000.0,2015
2594,2015-08-07,flytxt,big data & analytics platform,other,mumbai / global,"sunrise capital gmbh, big data investments b.v",private equity,11000000.0,2015
2595,2015-08-07,axtria,big data & analytics platform,other,india / us,"helion venture partners,amarpreet sawhney, deshpande foundation, fred khosravi, richard s. braddock",private equity,30000000.0,2015
2596,2015-08-07,33coupons,coupon aggregator platform,other,kanpur,not disclosed,seed funding,20000.0,2015
2597,2015-08-07,ampere,electric scooter manufacturer,other,coimbatore,ratan tata,seed funding,1725000.0,2015
2598,2015-08-07,hopping chef,online food-tech platform,other,mumbai,mirah hospitality,seed funding,470000.0,2015
2599,2015-08-07,collectabillia,celebrity fashion brand,other,bengaluru,accel partners,private equity,7500000.0,2015
2600,2015-08-07,lendingkart,online finance lending platform,other,ahmedabad,"saama capital, mayfield, ashvin chadha, shailesh mehta",private equity,10000000.0,2015
2601,2015-08-07,lybrate,healthcare mobile app,other,new delhi,"tiger global management, ratan tata, nexus venture partners",private equity,10200000.0,2015
2602,2015-08-07,zoomcar,self-driven vehicle rental,other,bengaluru,"sequoia capital, empire angels, ngp",private equity,11000000.0,2015
2603,2015-09-07,\\xc2\\xa0news in shorts,\\xc2\\xa0news aggregator mobile app,other,\\xc2\\xa0noida,\\xc2\\xa0tiger global,private equity,2020000000.0,2015
2604,2015-09-07,\\xc2\\xa0bluestone,\\xc2\\xa0online jewellery store,other,\\xc2\\xa0bangalore,"\\xc2\\xa0ivycap ventures, accel partners, dragoneer investment group",private equity,2016200000.0,2015
2605,2015-09-07,\\xc2\\xa0shopsity,\\xc2\\xa0fashion info aggregator app,other,\\xc2\\xa0gurgaon,"\\xc2\\xa0 sandeep aggarwal, teruhide sato",seed funding,20.0,2015
2606,2015-09-07,\\xc2\\xa0notesgen,\\xc2\\xa0online study notes marketplace,other,\\xc2\\xa0new delhi,"\\xc2\\xa0rajeev saraf, arvind jha, r. satya narayanan",seed funding,20.0,2015
2607,2015-01-01,\\xc2\\xa0infinity assurance,\\xc2\\xa0warranty programs service administration,other,\\xc2\\xa0new delhi,\\xc2\\xa0indian angel network,seed funding,20600000.0,2015
2608,2015-10-07,\\xc2\\xa0footprints education,\\xc2\\xa0pre-school chain,other,\\xc2\\xa0gurgaon,"\\xc2\\xa0letsventure, kumar bansal, kshitij jain",seed funding,20685000.0,2015
2609,2015-10-07,\\xc2\\xa0loylty rewards,\\xc2\\xa0premium loyalty rewards point management,other,\\xc2\\xa0mumbai,\\xc2\\xa0indianideas.com,private equity,2019350000.0,2015
2610,2015-01-01,\\xc2\\xa0ameyo,\\xc2\\xa0contact center software platform,other,\\xc2\\xa0gurgaon,\\xc2\\xa0forum synergies pe fund,private equity,205000000.0,2015
2611,2015-01-01,\\xc2\\xa0mamagoto,\\xc2\\xa0casual dining restaurant chain,other,\\xc2\\xa0new delhi,\\xc2\\xa0goldman sachs,private equity,2010000000.0,2015
2612,2015-01-01,\\xc2\\xa0satvacart,\\xc2\\xa0online grocery delivery,other,\\xc2\\xa0gurgaon,\\xc2\\xa0palaash ventures,seed funding,20.0,2015
2613,2015-01-01,mysmartprice,online comparison engine,other,hyderabad,"accel partners, helion venture partners",private equity,10000000.0,2015
2614,2015-01-01,zenify,residential rental management platform,other,bengaluru,atul jalan,seed funding,20.0,2015
2615,2015-01-01,boxmyspace,physical storage warehouses,other,mumbai,"ritesh veera, singapore angel network, orios venture partners,",seed funding,300000.0,2015
2616,2015-01-01,hackerrank,tech recruitment platform,other,bengaluru,hr technology fund,private equity,7500000.0,2015
2617,2015-01-01,wickedride,bike rental platform,other,bengaluru,undisclosed,seed funding,790000.0,2015
2618,2015-01-01,wowexpress,tech enabled logistics platform,other,mumbai,tamarind family private trust,seed funding,500000.0,2015
2619,2015-01-01,oyo rooms,budget hotel accommodation,other,gurugram,"softbank, sequoia capital",private equity,100000000.0,2015
2620,2015-01-01,mobikon,restaurant customer engagement platform,other,pune,jungle ventures,private equity,2300000.0,2015
2621,2015-01-01,instalively.com,live video streaming app,other,new delhi,"anupam mittal, anand chandrasekaran, uday shankar, chetan bhagat",seed funding,1725000.0,2015
2622,2015-01-01,roadrunnr,hyper local logistics platform,other,bengaluru,"sequoia capital, nexus venture partners, blume ventures",private equity,11000000.0,2015
2623,2015-01-01,ketto,crowd funding platform,other,mumbai,"pradyumna dalmia, sudhir rao & others",seed funding,700000.0,2015
2624,2015-01-01,quikwallet,f&b sector mobile payment platform,other,mumbai,snow leopard technology ventures,private equity,1600000.0,2015
2625,2015-01-01,omnikart,industrial supplies b2b ecommerce,other,mumbai,"sumit gandhi, manish gandhi",seed funding,100000.0,2015
2626,2015-01-01,zo rooms,online budget hotel chain,other,new delhi,"tiger global, orios venture partners.",private equity,15000000.0,2015
2627,2015-01-01,innoviti,payment solutions platform,other,bengaluru,"catamaran ventures, new india investment corporation",private equity,4850000.0,2015
2628,2015-01-01,zenradius,online hiring platform,other,bengaluru,"tracxn labs, deepak singh",seed funding,1725000.0,2015
2629,2015-01-01,joy by nature,organic food ecommerce,other,new delhi,"mumbai angels, vriddhi fund, others",private equity,1000000.0,2015
2630,2015-01-01,iqlect,big data & analytics platform,other,bengaluru,exfinity venture partners,private equity,2000000.0,2015
2631,2015-01-01,degustibus,fine dining restaurant chain,other,mumbai,india value fund advisors,private equity,30000000.0,2015
2632,2015-01-01,nestaway,luxury rental homes,other,bengaluru,"flipkart, tiger global",private equity,12750000.0,2015
2633,2015-01-01,mswipe,mobile point of sale payment solution,other,unknown,"falcon edge capital, meru capital, ola, matrix partners, dsg consumer partners, axis bank",private equity,25000000.0,2015
2634,2015-01-01,myonsto,online grocers,other,ahmedabad,jayant bokadia,seed funding,320000.0,2015
2635,2015-01-01,icrushiflush,casual dating app,other,mumbai,idg ventures india,seed funding,1725000.0,2015
2636,2015-01-01,medgenome,clinical genomics provider,other,bengaluru,sequoia capital,private equity,20000000.0,2015
2637,2015-01-01,holidayiq,travel information portal,other,bengaluru,makemytrip,private equity,15000000.0,2015
2638,2015-01-01,fitternity,fitness marketplace,other,mumbai,exfinity venture partners,private equity,1000000.0,2015
2639,2015-01-01,quikr,online & mobile classified listings,other,mumbai,"ab kinnevik, falcon edge capital, coatue management",private equity,60000000.0,2015
2640,2015-01-01,jetsetgo,private jet/ helicopter marketplace,other,new delhi,yourwecan ventures,seed funding,1725000.0,2015
2641,2015-01-01,broex,real estate broker network app,other,gurugram,lightspeed india,private equity,1000000.0,2015
2642,2015-01-01,shopatplaces,ethnic/ traditional fashion store,other,new delhi,indian angel network,seed funding,1725000.0,2015
2643,2015-01-01,credr,used bikes marketplace,other,mumbai,fidelity growth partners,private equity,15000000.0,2015
2644,2015-01-01,managemyspa,spa & salon management software,other,hyderabad,accel partners,private equity,6000000.0,2015
2645,2015-01-01,townrush,b2b logistics delivery platform,other,bengaluru,lightspeed venture partners,seed funding,1725000.0,2015
2646,2015-01-01,locus,logistics automation platform,other,bengaluru,"growx ventures,\\xc2\\xa0 manish singhal",seed funding,1725000.0,2015
2647,2015-01-01,bevy,online hiring platform,other,bengaluru,varun agarwal & others,seed funding,1725000.0,2015
2648,2015-01-01,pepperfry,online home d\\xc3\\xa9cor marketplace,other,mumbai,"goldman sachs, zodius technology fund, bertelsmann india investments norwest venture partners.",private equity,100000000.0,2015
2649,2015-01-01,flipkart.com,online marketplace,other,bengaluru,steadview capital and existing investors,private equity,700000000.0,2015
2650,2015-01-01,opinio,hyperlocal food & grocery store,other,bengaluru,"accel partners, traxcn labs & others",seed funding,1300000.0,2015
2651,2015-01-01,zoctr,health-tech platform,other,mumbai,"sandeep parwal, krishan gupta & others",seed funding,1000000.0,2015
2652,2015-01-01,zimmber,hyperlocal handyman services,other,mumbai,"idg ventures india, omidyar network, sherpalo ventures,\\xc2\\xa0 mohandas pai",private equity,2000000.0,2015
2653,2015-01-01,truehb,medical tech instruments,other,new delhi,"sachin and binny bansal, malvinder and shivinder singh, gurpreet singh & others",seed funding,2400000.0,2015
2654,2015-01-01,zovi.com / little app,hyperlocal deals marketplace,other,bengaluru,"paytm, saif partners,\\xc2\\xa0 tiger global management & others",private equity,50000000.0,2015
2655,2015-01-01,swajal,innovative water solutions,other,gurugram,abhishek gupta,private equity,1200000.0,2015
2656,2015-01-01,pipa bella,online jewelry store,other,mumbai,lionrock capital,private equity,600000.0,2015
2657,2015-01-01,pragmatix,business intelligence & analytics,other,mumbai,sidbi venture capital ltd,private equity,2400000.0,2015
2658,2015-01-01,droom.in,used vehicle marketplace,other,new delhi,"lightbox ventures, beenos",private equity,16000000.0,2015
2659,2015-01-01,madrat games,educational board games,other,bengaluru,"kunal bahl, rohit bansal",seed funding,168000.0,2015
2660,2015-01-01,noodle play,chinese food delivery,other,mumbai,"elliot stechman, gautam sinha, ambarish ray",seed funding,168000.0,2015
2661,2015-01-01,wassup,on-demand laundry & dry cleaning app,other,chennai,b s nagesh,private equity,1725000.0,2015
2662,2015-01-01,cartisan,on-demand car services app,other,bengaluru,"youwecan ventures,\\xc2\\xa0 aprameya radhakrishna",seed funding,1725000.0,2015
2663,2015-01-01,lazylad,hyperlocal grocery app,other,gurugram,"jai choi, kiyohiro sugashita, hirokazu",private equity,500000.0,2015
2664,2015-01-01,tripfactory,online curated holiday package bookings,other,bengaluru,"aarin capital partners,",private equity,1725000.0,2015
2665,2015-01-01,prothom,hasbro toy manufacturer,other,pune,oliphabs capital,private equity,2000000.0,2015
2666,2015-01-01,bona vita,travel tech,other,gurugram,makemytrip,private equity,5000000.0,2015
2667,2015-01-06,vyomo,beauty and wellness platform,other,new delhi,aprameya radhakrishna,seed funding,1725000.0,2015
2668,2015-01-06,veeba foods,healthy food manufacturer,other,new delhi,"dsg consumer partners, saama capital.",private equity,6000000.0,2015
2669,2015-01-06,truebil,used car marketplace,other,mumbai,"kae capital, anupam mittal",seed funding,500000.0,2015
2670,2015-01-06,meritnation,online learning platform,other,new delhi,infoedge,private equity,4000000.0,2015
2671,2015-01-06,eattreatonline,healthy food online community,other,new delhi,group of 15 angel investors,seed funding,350000.0,2015
2672,2015-01-06,credr,used two-wheeler marketplace,other,mumbai,growthstory,seed funding,1725000.0,2015
2673,2015-01-06,glamrs,online fashion video portal,other,mumbai,"ventureworks india, blume ventures, batlivala & karani securities, nikunj jhaveri",private equity,1000000.0,2015
2674,2015-01-06,proviera,probiotic technology products manufacturer,other,chennai,infuse ventures,private equity,550000.0,2015
2675,2015-01-06,arth designbuild,architectural design & consulting,other,hyderabad,srinivas tirupati,seed funding,500000.0,2015
2676,2015-02-06,saama,big data & analytics services,other,pune / us,carrick capital partners,private equity,35000000.0,2015
2677,2015-02-06,allizhealth,preventive healthcare services,other,pune,mumbai angels & other angel investors,seed funding,350000.0,2015
2678,2015-02-06,karma healthcare,tech-enabled rural healthcare services,other,udaipur,ennovent impact investment holding,private equity,1725000.0,2015
2679,2015-03-06,entropy innovations,engineering innovations,other,mumbai,mark mobius & 9 other angel investors,seed funding,1725000.0,2015
2680,2015-03-06,propstack,real estate intelligence platform,other,mumbai,dmg information,private equity,3000000.0,2015
2681,2015-03-06,mytaxiindia,online car rental affiliates,other,new delhi,green house ventures,seed funding,100000.0,2015
2682,2015-03-06,arkin net,data center software platform,other,pune / us,nexus venture partners,private equity,15000000.0,2015
2683,2015-03-06,little black book delhi,online city & lifestyle guide,other,new delhi,"rajan anandan, niraj singh, sachin bhatia, singapore angel network & aseem vadehra",seed funding,150000.0,2015
2684,2015-03-06,mypoolin,p2p payments platform,other,new delhi,"sharad sharma, rajan anandan, sunil kalra, amit ranjan, rohan malhotra,\\xc2\\xa0 arjun malhotra, gautam gandhi",seed funding,1725000.0,2015
2685,2015-03-06,icustomadeit,bespoke merchandize marketplace,other,pune,"virendra shahney, dr paresh doshi",seed funding,250000.0,2015
2686,2015-03-06,kaaryah,women lifestyle marketplace,other,gurugram,ratan tata,seed funding,1725000.0,2015
